"","AddressCodeID","HouseNumber","StreetDorm","City","AddressNote","Latitude","Longitude","address"
"310",233,326,"E. Madison St.","Ann Arbor","",NA,NA,"326 E. Madison St."
"311",234,332,"E. Madison St.","Ann Arbor","",NA,NA,"332 E. Madison St."
"312",235,342,"E. Madison St.","Ann Arbor","",NA,NA,"342 E. Madison St."
"313",236,401,"E. Madison St.","Ann Arbor","",NA,NA,"401 E. Madison St."
"314",237,502,"E. Madison St.","Ann Arbor","",42.273922,-83.74282,"502 E. Madison St."
"315",238,508,"E. Madison St.","Ann Arbor","",42.273927,-83.74284,"508 E. Madison St."
"316",239,516,"E. Madison St.","Ann Arbor","",42.273911,-83.74276,"516 E. Madison St."
"317",240,520,"E. Madison St.","Ann Arbor","",42.273911,-83.74269,"520 E. Madison St."
"318",241,604,"E. Madison St.","Ann Arbor","",42.274373,-83.74187,"604 E. Madison St."
"319",242,608,"E. Madison St.","Ann Arbor","",42.274406,-83.74138,"608 E. Madison St."
"320",2095,612,"E. Madison St.","Ann Arbor","",42.274423,-83.74128,"612 E. Madison St."
"321",229,316,"E. Madison St. ","Ann Arbor","",NA,NA,"316 E. Madison St. "
"322",230,326,"E. Madison St. ","Ann Arbor","",NA,NA,"326 E. Madison St. "
"323",249,822,"E. Seventh St.","Ann Arbor","",NA,NA,"822 E. Seventh St."
"324",250,105,"E. Summit St.","Ann Arbor","",42.288534,-83.74698,"105 E. Summit St."
"325",251,110,"E. Summit St.","Ann Arbor","",NA,NA,"110 E. Summit St."
"326",252,113,"E. Summit St.","Ann Arbor","",NA,NA,"113 E. Summit St."
"327",253,116,"E. Summit St.","Ann Arbor","",42.287988,-83.74678,"116 E. Summit St."
"328",254,120,"E. Summit St.","Ann Arbor","",42.28794,-83.74666,"120 E. Summit St."
"329",255,121,"E. Summit St.","Ann Arbor","",NA,NA,"121 E. Summit St."
"330",256,310,"E. Summit St.","Ann Arbor","",NA,NA,"310 E. Summit St."
"331",2137,127,"E. Summit St.","Ann Arbor","",NA,NA,"127 E. Summit St."
"332",258,25,"E. University Ave.","Ann Arbor","",NA,NA,"#25 E. University Ave."
"333",259,1011,"E. University Ave.","Ann Arbor","",NA,NA,"1011 E. University Ave."
"334",260,1209,"E. University Ave.","Ann Arbor","",NA,NA,"1209 E. University Ave."
"335",261,1324,"E. University Ave.","Ann Arbor","",NA,NA,"1324 E. University Ave."
"336",263,533,"E. University Ave.","Ann Arbor","",NA,NA,"533 E. University Ave."
"337",264,549,"E. University Ave.","Ann Arbor","",42.272074,-83.73573,"549 E. University Ave."
"338",265,617,"E. University Ave.","Ann Arbor","",NA,NA,"617 E. University Ave."
"339",266,702,"E. University Ave.","Ann Arbor","",NA,NA,"702 E. University Ave."
"340",267,724,"E. University Ave.","Ann Arbor","",NA,NA,"724 E. University Ave."
"341",269,809,"E. University Ave.","Ann Arbor","",NA,NA,"809 E. University Ave."
"342",271,815,"E. University Ave.","Ann Arbor","",NA,NA,"815 E. University Ave."
"343",272,825,"E. University Ave.","Ann Arbor","",NA,NA,"825 E. University Ave."
"344",273,832,"E. University Ave.","Ann Arbor","",NA,NA,"832 E. University Ave."
"345",275,841,"E. University Ave.","Ann Arbor","",42.270708,-83.73535,"841 E. University Ave."
"346",2133,919,"E. University Ave.","Ann Arbor","",NA,NA,"919 E. University Ave."
"347",2134,445,"E. University Ave.","Ann Arbor","",42.272628,-83.73574,"445 E. University Ave."
"348",2149,427,"E. University Ave.","Ann Arbor","",NA,NA,"427 E. University Ave."
"349",2248,421,"E. University Ave.","Ann Arbor","",NA,NA,"421 E. University Ave."
"350",268,733,"E. University Ave.","Ann Arbor","'40 stud. direct. 701 Forest '41 stud direct",NA,NA,"733 E. University Ave."
"351",270,814,"E. University Ave.","Ann Arbor","Brandeis House Cooperative 1940 - 1942",NA,NA,"814 E. University Ave."
"352",274,909,"E. University Ave.","Ann Arbor","Lester House Cooperative 1940 - 1943",NA,NA,"909 E. University Ave."
"353",276,1050,"E. Wall St.","Ann Arbor","",42.287452,-83.73471,"1050 E. Wall St."
"354",278,122,"E. Washington St.","Ann Arbor","",42.280282,-83.74756,"122 E. Washington St."
"355",279,1220,"E. Washington St.","Ann Arbor","",42.28058,-83.73689,"1220 E. Washington St."
"356",280,21712,"E. Washington St.","Ann Arbor","",NA,NA,"217 1/2 E. Washington St."
"357",281,320,"E. Washington St.","Ann Arbor","",NA,NA,"320 E. Washington St."
"358",282,322,"E. Washington St.","Ann Arbor","",NA,NA,"322 E. Washington St."
"359",571,418,"E. Washington St.","Ann Arbor","",NA,NA,"418 E. Washington St."
"360",572,422,"E. Washington St.","Ann Arbor","",NA,NA,"422 E. Washington St."
"361",1124,910,"E. Washington St.","Ann Arbor","",NA,NA,"910 E. Washington St."
"362",2198,533,"E. Washington St.","Ann Arbor","",NA,NA,"533 E. Washington St."
"363",573,555,"E. William St.","Ann Arbor","",NA,NA,"555 E. William St."
"364",1126,1908,"E. William St.","Ann Arbor","",NA,NA,"1908 E. William St."
"365",1127,318,"E. William St.","Ann Arbor","",NA,NA,"318 E. William St."
"366",1128,430,"E. William St.","Ann Arbor","",NA,NA,"430 E. William St."
"367",1129,44,"E. William St.","Ann Arbor","",42.277972,-83.74869,"44 E. William St."
"368",1130,51312,"E. William St.","Ann Arbor","",NA,NA,"513 1/2 E. William St."
"369",1131,538,"E. William St.","Ann Arbor","",NA,NA,"538 E. William St."
"370",1132,601,"E. William St.","Ann Arbor","",NA,NA,"601 E. William St."
"371",1130.1,518,"E. William St.","Ann Arbor","",NA,NA,"518 E. William St."
"372",1125,555,"E. William St. ","Ann Arbor","",NA,NA,"555 E. William St. "
"373",8,NA,"East Quad","Ann Arbor","dorm",42.273093,-83.73491,"East Quad"
"374",2023,420,"East Quad - Anderson","Ann Arbor","",NA,NA,"420 East Quad - Anderson"
"375",8.1,NA,"East Quad - Anderson","Ann Arbor","dorm",NA,NA,"East Quad - Anderson"
"376",8.2,NA,"East Quad - Cooley","Ann Arbor","dorm",NA,NA,"East Quad - Cooley"
"377",8.3,NA,"East Quad - Greene","Ann Arbor","dorm",NA,NA,"East Quad - Greene"
"378",8.4,NA,"East Quad - Hayden","Ann Arbor","dorm",NA,NA,"East Quad - Hayden"
"379",8.5,NA,"East Quad - Hinsdale","Ann Arbor","dorm",NA,NA,"East Quad - Hinsdale"
"380",8.6,NA,"East Quad - Prescott","Ann Arbor","dorm",NA,NA,"East Quad - Prescott"
"381",8.7,NA,"East Quad - Strauss","Ann Arbor","dorm",NA,NA,"East Quad - Strauss"
"382",8.8,NA,"East Quad - Tyler","Ann Arbor","dorm",NA,NA,"East Quad - Tyler"
"383",574,817,"Edward St.","Ann Arbor","",NA,NA,"817 Edward St."
"384",1140,120,"Eighth St. ","Ann Arbor","",NA,NA,"120 Eighth St. "
"385",575,521,"Elizabeth St.","Ann Arbor","",NA,NA,"521 Elizabeth St."
"386",576,548,"Elizabeth St.","Ann Arbor","",42.285598,-83.74172,"548 Elizabeth St."
"387",1141,506,"Elm St.","Ann Arbor","",NA,NA,"506 Elm St."
"388",1142,524,"Elm St.","Ann Arbor","",NA,NA,"524 Elm St."
"389",1143,536,"Elm St.","Ann Arbor","",42.275876,-83.73081,"536 Elm St."
"390",1149,331,"Evergreen Place","Ann Arbor","",NA,NA,"331 Evergreen Place"
"391",577,3484,"Ewald Circle","Ann Arbor","",NA,NA,"3484 Ewald Circle"
"392",1150,1727,"Fair St.","Ann Arbor","",NA,NA,"1727 Fair St."
"393",578,704,"Felch St.","Ann Arbor","",NA,NA,"704 Felch St."
"394",1151,625,"Felch St.","Ann Arbor","",42.285995,-83.7553,"625 Felch St."
"395",1152,1052,"FerdonÊ St.","Ann Arbor","",NA,NA,"1052 Ferdon<c3><8a> St."
"396",2243,1256,"Ferdon Rd.","Ann Arbor","",NA,NA,"1256 Ferdon Rd."
"397",579,1602,"Ferndale Place","Ann Arbor","",NA,NA,"1602 Ferndale Place"
"398",1153,3205,"Fernwood Ave.","Ann Arbor","",NA,NA,"3205 Fernwood Ave."
"399",1154,NA,"Fifth Ave. and Hill St.","Ann Arbor","",NA,NA,"Fifth Ave. and Hill St."
"400",16,NA,"Fletcher Hall","Ann Arbor","Dorm",42.257468,-83.71907,"Fletcher Hall"
"401",550,1332,"Forest Court","Ann Arbor","",NA,NA,"1332 Forest Court"
"402",1160,1312,"Forest Court","Ann Arbor","",NA,NA,"1312 Forest Court"
"403",1167,1000,"Fountain St.","Ann Arbor","",NA,NA,"1000 Fountain St."
"404",1168,1007,"Fountain St.","Ann Arbor","",NA,NA,"1007 Fountain St."
"405",1169,1012,"Fountain St.","Ann Arbor","",NA,NA,"1012 Fountain St."
"406",1170,1021,"Fountain St.","Ann Arbor","",NA,NA,"1021 Fountain St."
"407",1172,707,"Fountain St.","Ann Arbor","",NA,NA,"707 Fountain St."
"408",1173,735,"Fountain St.","Ann Arbor","",NA,NA,"735 Fountain St."
"409",2109,1034,"Fountain St.","Ann Arbor","",NA,NA,"1034 Fountain St."
"410",1174,19,"Fourth St.","Ann Arbor","",42.276055,-83.75477,"19 Fourth St."
"411",1175,720,"Fourth St.","Ann Arbor","",NA,NA,"720 Fourth St."
"412",586,2200,"Fuller Court","Ann Arbor","",NA,NA,"2200 Fuller Court"
"413",587,2232,"Fuller Court","Ann Arbor","",NA,NA,"2232 Fuller Court"
"414",588,2238,"Fuller Court","Ann Arbor","",NA,NA,"2238 Fuller Court"
"415",543,822,"Fuller St.","Ann Arbor","",42.286474,-83.74017,"822 Fuller St."
"416",589,1028,"Fuller St.","Ann Arbor","",NA,NA,"1028 Fuller St."
"417",590,608,"Fuller St.","Ann Arbor","",42.286627,-83.74054,"608 Fuller St."
"418",593,900,"Fuller St.","Ann Arbor","",42.285762,-83.73837,"900 Fuller St."
"419",612,808,"Fuller St.","Ann Arbor","",42.286558,-83.74043,"808 Fuller St."
"420",639,806,"Fuller St.","Ann Arbor","",42.286571,-83.74046,"806 Fuller St."
"421",643,908,"Fuller St.","Ann Arbor","",42.285722,-83.7382,"908 Fuller St."
"422",644,816,"Fuller St.","Ann Arbor","",42.28651,-83.74028,"816 Fuller St."
"423",684,830,"Fuller St.","Ann Arbor","",NA,NA,"830 Fuller St."
"424",688,812,"Fuller St.","Ann Arbor","",42.286534,-83.74035,"812 Fuller St."
"425",696,800,"Fuller St.","Ann Arbor","",NA,NA,"800 Fuller St."
"426",721,714,"Fuller St.","Ann Arbor","",42.286711,-83.74013,"714 Fuller St."
"427",723,914,"Fuller St.","Ann Arbor","",42.285681,-83.73802,"914 Fuller St."
"428",1177,1018,"Fuller St.","Ann Arbor","",NA,NA,"1018 Fuller St."
"429",1178,1116,"Fuller St.","Ann Arbor","",42.286582,-83.74049,"1116 Fuller St."
"430",1179,616,"Fuller St.","Ann Arbor","",NA,NA,"616 Fuller St."
"431",1180,618,"Fuller St.","Ann Arbor","",NA,NA,"618 Fuller St."
"432",1181,802,"Fuller St.","Ann Arbor","",NA,NA,"802 Fuller St."
"433",1182,810,"Fuller St.","Ann Arbor","",NA,NA,"810 Fuller St."
"434",704,1303,"Gardner St.","Ann Arbor","",NA,NA,"1303 Gardner St."
"435",1184,1203,"Gardner St.","Ann Arbor","",NA,NA,"1203 Gardner St."
"436",629,1341,"Geddes Ave.","Ann Arbor","",NA,NA,"1341 Geddes Ave."
"437",650,1336,"Geddes Ave.","Ann Arbor","",NA,NA,"1336 Geddes Ave."
"438",681,1345,"Geddes Ave.","Ann Arbor","",NA,NA,"1345 Geddes Ave."
"439",703,1506,"Geddes Ave.","Ann Arbor","",NA,NA,"1506 Geddes Ave."
"440",713,1412,"Geddes Ave.","Ann Arbor","",NA,NA,"1412 Geddes Ave."
"441",785,1700,"Geddes Ave.","Ann Arbor","",NA,NA,"1700 Geddes Ave."
"442",786,1912,"Geddes Ave.","Ann Arbor","",NA,NA,"1912 Geddes Ave."
"443",789,1923,"Geddes Ave.","Ann Arbor","",42.275825,-83.72331,"1923 Geddes Ave."
"444",1188,1304,"Geddes Ave.","Ann Arbor","",NA,NA,"1304 Geddes Ave."
"445",1189,1316,"Geddes Ave.","Ann Arbor","",NA,NA,"1316 Geddes Ave."
"446",1190,1331,"Geddes Ave.","Ann Arbor","",NA,NA,"1331 Geddes Ave."
"447",1191,1335,"Geddes Ave.","Ann Arbor","",42.277768,-83.73171,"1335 Geddes Ave."
"448",1192,1346,"Geddes Ave.","Ann Arbor","",NA,NA,"1346 Geddes Ave."
"449",1193,1364,"Geddes Ave.","Ann Arbor","",NA,NA,"1364 Geddes Ave."
"450",1194,1624,"Geddes Ave.","Ann Arbor","",42.275071,-83.61821,"1624 Geddes Ave."
"451",1195,1704,"Geddes Ave.","Ann Arbor","",NA,NA,"1704 Geddes Ave."
"452",1196,1798,"Geddes Ave.","Ann Arbor","",NA,NA,"1798 Geddes Ave."
"453",1197,1917,"Geddes Ave.","Ann Arbor","",42.275797,-83.7237,"1917 Geddes Ave."
"454",1198,1928,"Geddes Ave.","Ann Arbor","",NA,NA,"1928 Geddes Ave."
"455",1200,2670,"Geddes Ave.","Ann Arbor","",NA,NA,"2670 Geddes Ave."
"456",1201,40,"Geddes Ave.","Ann Arbor","",42.273594,-83.67284,"40 Geddes Ave."
"457",1186,1316,"Geddes Ave. ","Ann Arbor","",NA,NA,"1316 Geddes Ave. "
"458",1187,1336,"Geddes Ave. ","Ann Arbor","",NA,NA,"1336 Geddes Ave. "
"459",2170,1332,"Geddes Ave. ","Ann Arbor","",NA,NA,"1332 Geddes Ave. "
"460",1203,1516,"Gilbert Court","Ann Arbor","ICC Co-op",NA,NA,"1516 Gilbert Court"
"461",539,210,"Glen Ave.","Ann Arbor","",42.28265,-83.73539,"210 Glen Ave."
"462",540,212,"Glen Ave.","Ann Arbor","",42.282547,-83.7354,"212 Glen Ave."
"463",541,311,"Glen Ave.","Ann Arbor","",42.283073,-83.7359,"311 Glen Ave."
"464",542,213,"Glen Ave.","Ann Arbor","",42.282755,-83.73588,"213 Glen Ave."
"465",548,217,"Glen Ave.","Ann Arbor","",42.283003,-83.7359,"217 Glen Ave."
"466",594,206,"Glen Ave.","Ann Arbor","",42.28253,-83.73538,"206 Glen Ave."
"467",599,507,"Glen Ave.","Ann Arbor","",42.283563,-83.73651,"507 Glen Ave."
"468",649,501,"Glen Ave.","Ann Arbor","",42.283523,-83.73649,"501 Glen Ave."
"469",1205,216,"Glen Ave.","Ann Arbor","",NA,NA,"216 Glen Ave."
"470",1206,218,"Glen Ave.","Ann Arbor","",42.282532,-83.73537,"218 Glen Ave."
"471",1207,219,"Glen Ave.","Ann Arbor","",NA,NA,"219 Glen Ave."
"472",1208,310,"Glen Ave.","Ann Arbor","",NA,NA,"310 Glen Ave."
"473",1209,511,"Glen Ave.","Ann Arbor","",NA,NA,"511 Glen Ave."
"474",2187,421,"Glen Ave.","Ann Arbor","",NA,NA,"421 Glen Ave."
"475",2188,431,"Glen Ave.","Ann Arbor","",NA,NA,"431 Glen Ave."
"476",1210,2132,"Glencoe Hills Drive","Ann Arbor","",NA,NA,"2132 Glencoe Hills Drive"
"477",1215,2738,"Golfside Rd.","Ann Arbor","",NA,NA,"2738 Golfside Rd."
"478",1217,2769,"Golfside Rd.","Ann Arbor","",NA,NA,"2769 Golfside Rd."
"479",1218,1007,"Gott St.","Ann Arbor","",NA,NA,"1007 Gott St."
"480",1219,708,"Gott St.","Ann Arbor","",NA,NA,"708 Gott St."
"481",1220,734,"Gott St.","Ann Arbor","",NA,NA,"734 Gott St."
"482",1221,1126,"Granger Ave.","Ann Arbor","",NA,NA,"1126 Granger Ave."
"483",2145,817,"Granger Ave.","Ann Arbor","",NA,NA,"817  Granger Ave."
"484",1225,3565,"Green Brier","Ann Arbor","",NA,NA,"3565 Green Brier"
"485",1222,3548,"Green Brier Blvd.","Ann Arbor","",NA,NA,"3548 Green Brier Blvd."
"486",1224,3582,"Green Brier Blvd.","Ann Arbor","",NA,NA,"3582 Green Brier Blvd."
"487",2114,3605,"Green Brier Blvd.","Ann Arbor","",NA,NA,"3605 Green Brier Blvd."
"488",283,818,"Greene St.","Ann Arbor","",42.271273,-83.74792,"818 Greene St."
"489",284,816,"Greene St.","Ann Arbor","",42.271183,-83.74788,"816 Greene St."
"490",285,819,"Greene St.","Ann Arbor","",42.270702,-83.74749,"819 Greene St."
"491",286,823,"Greene St.","Ann Arbor","",42.270677,-83.74749,"823 Greene St."
"492",287,834,"Greene St.","Ann Arbor","",42.271291,-83.74754,"834 Greene St."
"493",591,809,"Greene St.","Ann Arbor","",42.268351,-83.74747,"809 Greene St."
"494",622,908,"Greene St.","Ann Arbor","",42.270028,-83.74785,"908 Greene St."
"495",623,808,"Greene St.","Ann Arbor","",42.271549,-83.74775,"808 Greene St."
"496",664,1005,"Greene St.","Ann Arbor","",42.270537,-83.74655,"1005 Greene St."
"497",694,910,"Greene St.","Ann Arbor","",42.270129,-83.74757,"910 Greene St."
"498",726,915,"Greene St.","Ann Arbor","",42.271469,-83.74752,"915 Greene St."
"499",1226,832,"Greene St.","Ann Arbor","",NA,NA,"832 Greene St."
"500",1227,1021,"Greene St.","Ann Arbor","",NA,NA,"1021 Greene St."
"501",1228,817,"Greene St.","Ann Arbor","",NA,NA,"817 Greene St."
"502",1229,821,"Greene St.","Ann Arbor","",42.270669,-83.74729,"821 Greene St."
"503",1230,828,"Greene St.","Ann Arbor","",42.270981,-83.74781,"828 Greene St."
"504",1231,896,"Greene St.","Ann Arbor","",NA,NA,"896 Greene St."
"505",1232,928,"Greene St.","Ann Arbor","",NA,NA,"928 Greene St."
"506",1234,923,"Greenwood  St.","Ann Arbor","",NA,NA,"923 Greenwood  St."
"507",1235,940,"Greenwood  St.","Ann Arbor","",NA,NA,"940 Greenwood  St."
"508",1233,916,"Greenwood St.","Ann Arbor","",NA,NA,"916 Greenwood St."
"509",1236,2415,"Haisley Dr.","Ann Arbor","",NA,NA,"2415 Haisley Dr."
"510",673,422,"Hamilton Place","Ann Arbor","",NA,NA,"422 Hamilton Place"
"511",1237,406,"Hamilton Place","Ann Arbor","",NA,NA,"406 Hamilton Place"
"512",1238,408,"Hamilton Place","Ann Arbor","",NA,NA,"408 Hamilton Place"
"513",1239,417,"Hamilton Place","Ann Arbor","",NA,NA,"417 Hamilton Place"
"514",1240,419,"Hamilton Place","Ann Arbor","",NA,NA,"419 Hamilton Place"
"515",1241,425,"Hamilton Place","Ann Arbor","",NA,NA,"425 Hamilton Place"
"516",1242,426,"Hamilton Place","Ann Arbor","",NA,NA,"426 Hamilton Place"
"517",1247,3,"Harvard Place","Ann Arbor","",42.276005,-83.72159,"3 Harvard Place"
"518",668,730,"Haven Ave.","Ann Arbor","",NA,NA,"730 Haven Ave."
"519",727,709,"Haven Ave.","Ann Arbor","",NA,NA,"709 Haven Ave."
"520",1248,711,"Haven Ave.","Ann Arbor","",42.276357,-83.73934,"711 Haven Ave."
"521",1249,722,"Haven Ave.","Ann Arbor","",NA,NA,"722 Haven Ave."
"522",538,735,"Haven Ave.","Ann Arbor","Alpha Phi Alpha - 1950-1954",42.276357,-83.73934,"735 Haven Ave."
"523",1250,21,"Havner Square?","Ann Arbor","",NA,NA,"21 Havner Square?"
"524",1254,2548,"Hawks Rd.","Ann Arbor","",NA,NA,"2548 Hawks Rd."
"525",1255,5302,"Hazel Vandenburg Co-op","Ann Arbor","",NA,NA,"5302 Hazel Vandenburg Co-op"
"526",6,NA,"Helen Newberry","Ann Arbor","dorm",NA,NA,"Helen Newberry"
"527",1256,NA,"Hickory St.","Ann Arbor","",42.272328,-83.70265,"Hickory St."
"528",642,418,"High St.","Ann Arbor","",NA,NA,"418 High St."
"529",377,1330,"Hill St.","Ann Arbor","",NA,NA,"1330 Hill St."
"530",378,139,"Hill St.","Ann Arbor","",42.271964,-83.74812,"139 Hill St."
"531",379,1416,"Hill St.","Ann Arbor","",NA,NA,"1416 Hill St."
"532",547,1108,"Hill St.","Ann Arbor","",NA,NA,"1108 Hill St."
"533",595,149,"Hill St.","Ann Arbor","",42.271897,-83.74756,"149 Hill St."
"534",636,1215,"Hill St.","Ann Arbor","",NA,NA,"1215 Hill St."
"535",666,125,"Hill St.","Ann Arbor","",NA,NA,"125 Hill St."
"536",669,425,"Hill St.","Ann Arbor","",42.272158,-83.74353,"425 Hill St."
"537",683,503,"Hill St.","Ann Arbor","",42.272127,-83.74329,"503 Hill St."
"538",690,420,"Hill St.","Ann Arbor","",NA,NA,"420 Hill St."
"539",697,607,"Hill St.","Ann Arbor","",42.272134,-83.74131,"607 Hill St."
"540",729,506,"Hill St.","Ann Arbor","",NA,NA,"506 Hill St."
"541",730,507,"Hill St.","Ann Arbor","",NA,NA,"507 Hill St."
"542",1259,1100,"Hill St.","Ann Arbor","",NA,NA,"1100 Hill St."
"543",1260,114,"Hill St.","Ann Arbor","",42.271691,-83.74813,"114 Hill St."
"544",1261,138,"Hill St.","Ann Arbor","",NA,NA,"138 Hill St."
"545",1262,1701,"Hill St.","Ann Arbor","",NA,NA,"1701 Hill St."
"546",1263,1705,"Hill St.","Ann Arbor","",NA,NA,"1705 Hill St."
"547",1264,1910,"Hill St.","Ann Arbor","",NA,NA,"1910 Hill St."
"548",1265,2017,"Hill St.","Ann Arbor","",NA,NA,"2017 Hill St."
"549",1266,2101,"Hill St.","Ann Arbor","",NA,NA,"2101 Hill St."
"550",1267,312,"Hill St.","Ann Arbor","",NA,NA,"312 Hill St."
"551",1268,419,"Hill St.","Ann Arbor","",NA,NA,"419 Hill St."
"552",1269,505,"Hill St.","Ann Arbor","",NA,NA,"505 Hill St."
"553",1270,520,"Hill St.","Ann Arbor","",NA,NA,"520 Hill St."
"554",1271,809,"Hill St.","Ann Arbor","",NA,NA,"809 Hill St."
"555",480,144,"Hill St.","Ann Arbor","Esther Dixon's House",42.271486,-83.74777,"144 Hill St."
"556",598,1702,"Hill St.","Ann Arbor","Kappa Alpha Psi house, 1955-?",NA,NA,"1702 Hill St."
"557",376,132,"Hill St.","Ann Arbor","Levi Bates' House",42.271363,-83.74826,"132 Hill St."
"558",1257,607,"Hill St. ","Ann Arbor","",NA,NA,"607 Hill St. "
"559",2030,809,"Hill St. ","Ann Arbor","",NA,NA,"809 Hill St. "
"560",1778,1028,"Hill St. ","Ann Arbor","Sigma Nu house",NA,NA,"1028 Hill St. "
"561",1275,200,"Hinsdale House","Ann Arbor","",NA,NA,"200 Hinsdale House"
"562",1276,203,"Hinsdale House","Ann Arbor","",NA,NA,"203 Hinsdale House"
"563",728,NA,"Hinsdale House","Ann Arbor","Check dorm?",NA,NA,"Hinsdale House"
"564",1279,715,"Hiscock St.","Ann Arbor","",NA,NA,"715 Hiscock St."
"565",1280,605,"Hoover  St.","Ann Arbor","",NA,NA,"605 Hoover  St."
"566",1281,115,"Hoover St.","Ann Arbor","",NA,NA,"115 Hoover St."
"567",1282,121,"Hoover St.","Ann Arbor","",42.269689,-83.74859,"121 Hoover St."
"568",1283,206,"Hoover St.","Ann Arbor","",42.269519,-83.75136,"206 Hoover St."
"569",693,2151,"Hubbard Rd.","Ann Arbor","",NA,NA,"2151 Hubbard Rd."
"570",715,1440,"Hubbard Rd.","Ann Arbor","",NA,NA,"1440 Hubbard Rd."
"571",1289,1220,"Hubbard Rd.","Ann Arbor","",NA,NA,"1220 Hubbard Rd."
"572",731,2005,"Huron Parkway","Ann Arbor","",NA,NA,"2005 Huron Parkway"
"573",1290,2009,"Huron Parkway","Ann Arbor","",NA,NA,"2009 Huron Parkway"
"574",1291,2025,"Huron Parkway","Ann Arbor","",NA,NA,"2025 Huron Parkway"
"575",1292,2000,"Huron River Drive","Ann Arbor","",NA,NA,"2000 Huron River Drive"
"576",732,NA,"Huron St.","Ann Arbor","",42.281494,-83.74115,"Huron St."
"577",1294,30,"Huron St.","Ann Arbor","",42.281439,-83.74886,"30 Huron St."
"578",2241,415,"Huron St.","Ann Arbor","",NA,NA,"415 Huron St."
"579",1295,405,"Huron Towers","Ann Arbor","",NA,NA,"405A Huron Towers"
"580",2203,426,"Ingalls St.","Ann Arbor","",NA,NA,"426 Ingalls St."
"581",792,18,"Ingalls St.","Ann Arbor","check N Ingalls?",42.281328,-83.73844,"18 Ingalls St."
"582",718,1094,"Island Drive CT.","Ann Arbor","",NA,NA,"1094 Island Drive CT."
"583",2181,1020,"Island Drive CT.","Ann Arbor","",NA,NA,"1020 Island Drive CT."
"584",1299,1102,"Island Drive CT. ","Ann Arbor","",NA,NA,"1102 Island Drive CT. "
"585",1305,1934,"Jackson Ave.","Ann Arbor","",NA,NA,"1934 Jackson Ave."
"586",1306,1936,"Jackson Ave.","Ann Arbor","",NA,NA,"1936 Jackson Ave."
"587",1307,2010,"Jackson Place","Ann Arbor","",NA,NA,"2010 Jackson Place"
"588",1308,2104,"Jackson Place","Ann Arbor","",NA,NA,"2104 Jackson Place"
"589",1310,1934,"Jackson St.","Ann Arbor","",NA,NA,"1934 Jackson St."
"590",1311,12,"Jefferson St.","Ann Arbor","",NA,NA,"12 Jefferson St."
"591",1312,21,"Jefferson St.","Ann Arbor","",42.276052,-83.75126,"21 Jefferson St."
"592",1313,317,"Jefferson St.","Ann Arbor","",NA,NA,"317 Jefferson St."
"593",1314,520,"Jefferson St.","Ann Arbor","",NA,NA,"520 Jefferson St."
"594",719,1474,"Jewett St.","Ann Arbor","",NA,NA,"1474 Jewett St."
"595",1317,313,"John St.","Ann Arbor","",NA,NA,"313 John St."
"596",1318,333,"John St.","Ann Arbor","",NA,NA,"333 John St."
"597",1319,1306,"Joliet Place","Ann Arbor","",NA,NA,"1306 Joliet Place"
"598",11,NA,"Jordan","Ann Arbor","Jordan Hall /  Dorm",NA,NA,"Jordan"
"599",1320,7800,"Judd Road","Ann Arbor","",NA,NA,"7800 Judd Road"
"600",2068,1110,"Judson Ct.","Ann Arbor","",NA,NA,"1110 Judson Ct."
"601",1322,607,"Kellogg","Ann Arbor","",NA,NA,"607 Kellogg"
"602",1323,402,"Kellogg","Ann Arbor","",NA,NA,"402 Kellogg"
"603",1324,436,"Kellogg","Ann Arbor","",NA,NA,"436 Kellogg"
"604",1325,560,"Kellogg","Ann Arbor","",NA,NA,"560 Kellogg"
"605",1326,314,"Kelsey","Ann Arbor","",NA,NA,"B314 Kelsey"
"606",1329,1424,"Kensington","Ann Arbor","",NA,NA,"1424 Kensington"
"607",1330,1479,"Kensington","Ann Arbor","",NA,NA,"1479 Kensington"
"608",1331,1902,"Kent St.","Ann Arbor","",NA,NA,"1902 Kent St."
"609",1332,723,"Kingsley","Ann Arbor","",NA,NA,"723 Kingsley"
"610",1334,808,"Kingsley","Ann Arbor","",NA,NA,"808 Kingsley"
"611",1333,802,"Kingsley St.","Ann Arbor","",NA,NA,"802 Kingsley St."
"612",1335,809,"Kingsley St.","Ann Arbor","",42.285249,-83.73935,"809 Kingsley St."
"613",717,320,"Koch St.","Ann Arbor","",NA,NA,"320 Koch St."
"614",1337,112,"Koch St.","Ann Arbor","",NA,NA,"112 Koch St."
"615",1338,1366,"Kuehnle St.","Ann Arbor","",NA,NA,"1366 Kuehnle St."
"616",1340,1853,"Lake Lila Drive","Ann Arbor","",NA,NA,"1853 Lake Lila Drive"
"617",1341,1872,"Lake Lila Drive","Ann Arbor","",NA,NA,"1872 Lake Lila Drive"
"618",1342,1875,"Lake Lila Drive","Ann Arbor","",NA,NA,"1875 Lake Lila Drive"
"619",1343,1877,"Lake Lila Drive","Ann Arbor","",NA,NA,"1877 Lake Lila Drive"
"620",2171,1863,"Lake Lila Drive","Ann Arbor","",NA,NA,"1863 Lake Lila Drive"
"621",1345,NA,"Lane Hall","Ann Arbor","",NA,NA,"Lane Hall"
"622",692,415,"Lawrence St.","Ann Arbor","",NA,NA,"415 Lawrence St."
